Date	CodeOffice	OfficeName	MopCod	MopDsc	TotalAmountIn	TotalAmountOut
03/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	6000.0	0.0
03/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	20000.0	0.0
03/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	111680.0	0.0
03/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	9000.0	0.0
03/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
04/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	8771821.0	0.0
04/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	51000.0	0.0
04/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	6672204.0	0.0
04/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	536040.0	0.0
04/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	897286.0	0.0
04/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	7831718.0	0.0
04/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	322184.0	0.0
04/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	965478.0	0.0
04/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	76062.0	0.0
04/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6907254.0	0.0
04/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	186651.0	0.0
04/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5289105.0	0.0
04/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	28942455	0.0
04/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	14622684	0.0
04/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	196160.0	0.0
04/04/2024	DJREV	Bureau Révision	CH	paiement chèque	2370501.0	0.0
04/04/2024	DJREV	Bureau Révision	ES	paiement en espèce	66600.0	0.0
04/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	265000.0	0.0
04/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	59000.0	0.0
04/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	17000.0	0.0
04/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	14000.0	0.0
04/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	10000.0	0.0
04/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	21000.0	0.0
04/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	11427774	0.0
04/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
05/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	94100.0	0.0
05/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	26000.0	0.0
05/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	6000.0	0.0
06/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	5000.0	0.0
06/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	11000.0	0.0
06/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1072615.0	0.0
06/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1879897.0	0.0
06/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	1666003.0	0.0
06/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	1593157.0	0.0
06/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	24370.0	0.0
06/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	16147720	0.0
06/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	738008.0	0.0
06/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	3730814.0	0.0
06/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	5568173.0	0.0
06/04/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	1000.0	0.0
06/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	102000.0	0.0
06/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	27000.0	0.0
06/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	3000.0	0.0
06/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	4000.0	0.0
06/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	922750.0	0.0
06/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	12000.0	0.0
06/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	283401.0	0.0
06/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	614048.0	0.0
07/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	5328200.0	0.0
07/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	10301429	0.0
07/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	2358468.0	0.0
07/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	921954.0	0.0
07/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	21211077	0.0
07/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	15118278	0.0
07/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	272332.0	0.0
07/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	1095503.0	0.0
07/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	47537.0	0.0
07/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6286864.0	0.0
07/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1872872.0	0.0
07/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	8443524.0	0.0
07/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	11986536	0.0
07/04/2024	DJQBR	Bureau Quai Boutre	CH	paiement chèque	444496.0	0.0
07/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	1252035.0	0.0
07/04/2024	DJREV	Bureau Révision	ES	paiement en espèce	489521.0	0.0
07/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	121000.0	0.0
07/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	45000.0	0.0
07/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	7000.0	0.0
07/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	12000.0	0.0
07/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	56840.0	0.0
07/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	50160.0	0.0
07/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	268271.0	0.0
07/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
08/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	9978647.0	0.0
08/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	74440.0	0.0
08/04/2024	DJAFR	Bureau Aéroport Fret	CC	Chèque Certifiée	127680.0	0.0
08/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	5377395.0	0.0
08/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1967863.0	0.0
08/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	4016234.0	0.0
08/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	16757296	0.0
08/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	3611769.0	0.0
08/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	1199113.0	0.0
08/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	34000.0	0.0
08/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	901308.0	0.0
08/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5588570.0	0.0
08/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	27118657	0.0
08/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7334993.0	0.0
08/04/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	2000.0	0.0
08/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	3347338.0	0.0
08/04/2024	DJREV	Bureau Révision	CH	paiement chèque	1837850.0	0.0
08/04/2024	DJREV	Bureau Révision	ES	paiement en espèce	1000.0	0.0
08/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	205000.0	0.0
08/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	37000.0	0.0
08/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	3000.0	0.0
08/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	9000.0	0.0
08/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	3000.0	0.0
08/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	244098.0	0.0
08/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	257660.0	0.0
08/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	599495.0	0.0
09/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	914125.0	0.0
09/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	3058135.0	0.0
09/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1169202.0	0.0
09/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	989767.0	0.0
09/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	17063645	0.0
09/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	10526904	0.0
09/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	97900.0	0.0
09/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	511115.0	0.0
09/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	45562.0	0.0
09/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	3157942.0	0.0
09/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2462788.0	0.0
09/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	44525218	0.0
09/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7932883.0	0.0
09/04/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	2000.0	0.0
09/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	137000.0	0.0
09/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	71000.0	0.0
09/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	7000.0	0.0
09/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	4000.0	0.0
09/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	7000.0	0.0
09/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	281226.0	0.0
09/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	284401.0	0.0
09/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	2237600.0	0.0
10/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	13000.0	0.0
11/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	73934.0	0.0
11/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	16000.0	0.0
11/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	20000.0	0.0
12/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	33224.0	0.0
12/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	47000.0	0.0
12/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	13000.0	0.0
13/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	6000.0	0.0
13/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	19000.0	0.0
13/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	443749.0	0.0
13/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	108875.0	0.0
13/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	4602489.0	0.0
13/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	12802929	0.0
13/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	350775.0	0.0
13/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	9000.0	0.0
13/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	11000.0	0.0
13/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	1905474.0	0.0
13/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	1867562.0	0.0
13/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	261000.0	0.0
13/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	25000.0	0.0
13/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	8000.0	0.0
13/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	6000.0	0.0
13/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	3000.0	0.0
13/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	3000.0	0.0
14/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	7157157.0	0.0
14/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	229726.0	0.0
14/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	516000.0	0.0
14/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1272601.0	0.0
14/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	12993846	0.0
14/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	30091316	0.0
14/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	290390.0	0.0
14/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	244080.0	0.0
14/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	2050941.0	0.0
14/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6664054.0	0.0
14/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1526692.0	0.0
14/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	9542907.0	0.0
14/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	7470865.0	0.0
14/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	6407397.0	0.0
14/04/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	100772818	0.0
14/04/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	1000.0	0.0
14/04/2024	DJQBR	Bureau Quai Boutre	CH	paiement chèque	643551.0	0.0
14/04/2024	DJREV	Bureau Révision	ES	paiement en espèce	2000.0	0.0
14/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	235000.0	0.0
14/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	55000.0	0.0
14/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	5000.0	0.0
14/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	22000.0	0.0
14/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	7858590.0	0.0
14/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	12000.0	0.0
14/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	4000.0	0.0
15/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2247913.0	0.0
15/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	275336.0	0.0
15/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	3782841.0	0.0
15/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	710474.0	0.0
15/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	38593020	0.0
15/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	16503519	0.0
15/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	1154939.0	0.0
15/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	13000.0	0.0
15/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	3868885.0	0.0
15/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	328216.0	0.0
15/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	44979120	0.0
15/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7646814.0	0.0
15/04/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	1000.0	0.0
15/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	404822.0	0.0
15/04/2024	DJREV	Bureau Révision	CH	paiement chèque	639747.0	0.0
15/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	140000.0	0.0
15/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	37000.0	0.0
15/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	2000.0	0.0
15/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	5000.0	0.0
15/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	2823464.0	0.0
15/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	14000.0	0.0
15/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	3912728.0	0.0
15/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	3000.0	0.0
16/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	22000.0	0.0
16/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	255247.0	0.0
16/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1217341.0	0.0
16/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	978422.0	0.0
16/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	106316792	0.0
16/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	5571977.0	0.0
16/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	122635.0	0.0
16/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	5949184.0	0.0
16/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	173574.0	0.0
16/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6626564.0	0.0
16/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2973162.0	0.0
16/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	1073504.0	0.0
16/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	30244580	0.0
16/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	14675291	45375.0
16/04/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	94639707	0.0
16/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	45375.0	0.0
16/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	173000.0	0.0
16/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	18000.0	0.0
16/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	5000.0	0.0
16/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	12000.0	0.0
16/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	1043009.0	0.0
16/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	403483.0	0.0
16/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	511320.0	0.0
16/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	5000.0	0.0
17/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	5448630.0	0.0
17/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	3219670.0	0.0
17/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	7727992.0	0.0
17/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	302379.0	0.0
17/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	14089724	0.0
17/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	5421115.0	0.0
17/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	21170.0	0.0
17/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	1532504.0	0.0
17/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	19000.0	0.0
17/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	5913736.0	0.0
17/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	48000.0	0.0
17/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	159000.0	0.0
17/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	9721110.0	0.0
17/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	924009.0	0.0
17/04/2024	DJQBR	Bureau Quai Boutre	CH	paiement chèque	191635.0	0.0
17/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	199000.0	0.0
17/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	19000.0	0.0
17/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	5000.0	0.0
17/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	18116.0	0.0
17/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	9000.0	0.0
17/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	58652.0	0.0
17/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	267271.0	0.0
18/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	17000.0	0.0
18/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	475828.0	0.0
18/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	156585.0	0.0
18/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	760346.0	0.0
18/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	830422.0	0.0
18/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	7202875.0	0.0
18/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	98625.0	0.0
18/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	399518.0	0.0
18/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	653692.0	0.0
18/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6562377.0	0.0
18/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	518652.0	0.0
18/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5702194.0	0.0
18/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	56309417	0.0
18/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	6101522.0	0.0
18/04/2024	DJQBR	Bureau Quai Boutre	ES	paiement en espèce	191240.0	0.0
18/04/2024	DJREV	Bureau Révision	ES	paiement en espèce	590880.0	0.0
18/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	254000.0	0.0
18/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	44000.0	0.0
18/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	6472663.0	0.0
18/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	8000.0	0.0
18/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	2561117.0	0.0
18/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	1075833.0	0.0
18/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	667360.0	0.0
19/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	67000.0	0.0
19/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	14000.0	0.0
20/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	1832596.0	0.0
20/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	12000.0	0.0
20/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	69559.0	0.0
20/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	3089019.0	0.0
20/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	2591224.0	0.0
20/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	51564.0	0.0
20/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	873457.0	0.0
20/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	12000.0	0.0
20/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	5026136.0	0.0
20/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	1924406.0	0.0
20/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	143000.0	0.0
20/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	18000.0	0.0
20/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	2000.0	0.0
20/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	2000.0	0.0
20/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	9020728.0	0.0
20/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	6000.0	0.0
20/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	263271.0	0.0
20/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
21/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	1631166.0	0.0
21/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	3703349.0	0.0
21/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	6385482.0	0.0
21/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	664969.0	0.0
21/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	13660615	0.0
21/04/2024	DJAKH	Bureau Khat	ES	paiement en espèce	20529208	0.0
21/04/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	252214.0	0.0
21/04/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	147359.0	0.0
21/04/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	19000.0	0.0
21/04/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	819431.0	0.0
21/04/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1855682.0	0.0
21/04/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5054947.0	0.0
21/04/2024	DJPRT	Bureau du Port	CH	paiement chèque	49011476	0.0
21/04/2024	DJPRT	Bureau du Port	ES	paiement en espèce	9982352.0	0.0
21/04/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	53047016	0.0
21/04/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	1000.0	0.0
21/04/2024	DJREV	Bureau Révision	CH	paiement chèque	2117687.0	0.0
21/04/2024	DJTRS	Bureau Transit	CH	paiement chèque	218000.0	0.0
21/04/2024	DJTRS	Bureau Transit	ES	paiement en espèce	48000.0	0.0
21/04/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	2941327.0	0.0
21/04/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	18000.0	0.0
21/04/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	556221.0	0.0
21/04/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	713021.0	0.0
21/04/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	1000.0	0.0
21/04/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	10000.0	0.0
22/04/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2381525.0	0.0
22/04/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	47000.0	0.0
22/04/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	858833.0	0.0
22/04/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1305522.0	0.0
22/04/2024	DJAKH	Bureau Khat	CH	paiement chèque	23929854	0.0
